title,predicted_category
Schlägerei am U-Bahnhof,Raub
Mutmaßliche Kokstaxis kontrolliert,Raub
Fahrrad auf U-Bahngleis geworfen,Raub
Fleischerbeil und Einhandmesser beschlagnahmt,Raub
Festnahme nach Brandstiftung,Diebstahl
Verdacht der Brandstiftung,Körperverletzung
Fahrzeug von der Fahrbahn abgekommen – sechs Verletzte,Raub
Illegale Musikveranstaltungen aufgelöst,Raub
Einsatzwagen beschädigt – Autofahrerin alkoholisiert,Raub
Angriff auf Mann und Einsatzkräfte,Raub
Operation nach Angriff,Diebstahl
Bus angegriffen und beschädigt,Raub
Homophob beleidigt,Körperverletzung
Mann beraubt und verletzt,Raub
Geldausgabeautomat mit Farbe besprüht,Raub
Abfallbehälter und Kinderfahrrad angezündet – Festnahme,Raub
Verletzte bei Auseinandersetzung,Raub
Untersuchungshaftbefehle nach Rauschgifthandel in der U-Bahn,Sachbeschädigung
"Sachbeschädigung, Verwenden von Kennzeichen verfassungswidriger Organisationen und tätlicher Angriff",Raub
Nach Raub eines Autos auf der Flucht,Diebstahl
Falscher Polizeibeamter - Festnahme,Diebstahl
Kleintransporter angezündet,Raub
Tätlich angegriffen – Beamtin musste vom Dienst abtreten,Raub
Radfahrerin bei Unfall schwer verletzt,Verkehrsunfall
Bei Auseinandersetzung schwer verletzt,Verkehrsunfall
Fahrzeuge in Flammen,Sachbeschädigung
In der U-Bahn beleidigt,Sachbeschädigung
Ermittlungen zu einem Tötungsdelikt,Raub
Fahrzeug ausgebrannt,Raub
Mann mit Hammer verletzt,Verkehrsunfall
Ins Stauende gefahren,Raub
Motorrad nach Verkehrsunfall außer Betrieb genommen,Diebstahl
Teenager stören Polizeieinsatz,Raub
Mit Messer bedroht,Raub
Fahrzeuge brannten,Raub
Festnahme nach versuchtem Fahrraddiebstahl,Diebstahl
Verdacht der Datenvernichtung,Raub
Verdacht des Drogenbesitzes – Polizisten vom Dienst freigestellt,Raub
Mutmaßliche Räuberin identifiziert,Raub
Polizeilicher Staatsschutz ermittelt,Raub
"Hund beißt Hund, Mensch schlägt Mensch",Raub
Autoreifen in Flammen,Sachbeschädigung
Jetski gestohlen – Durchsuchung und Festnahme,Raub
Senior bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Von der Fahrbahn abgekommen und überschlagen,Raub
Im Wohnhaus gezündelt,Raub
Großeinsatz für Polizei und Feuerwehr wegen brennender Autos – Tatverdächtiger erhielt Haftbefehl,Raub
Auf frischer Tat festgenommen,Raub
Bei Überfall mit Messer verletzt,Verkehrsunfall
Bei Überfall demaskiert,Raub
Auseinandersetzung an Straßenbahnhaltestelle,Raub
Im Spätkauf gedealt - Festnahmen,Diebstahl
Mit gestohlenem Roller unterwegs,Raub
Festnahmen nach Geschäftseinbruch,Diebstahl
Quartett überfällt Tankstelle,Raub
Festnahmen nach räuberischem Diebstahl – Schuss auf Hund abgegeben,Diebstahl
Widerstand nach verbotenem Kraftfahrzeugrennen,Diebstahl
Mann mit Messer verletzt,Verkehrsunfall
Brand in Tiefgarage,Sachbeschädigung
Auto brannte,Brandstiftung
Senior bei Unfall schwer verletzt,Verkehrsunfall
Schwer verletzter Mann lag auf dem Gehweg,Raub
Festnahme nach Drogenhandel,Diebstahl
Auto prallte gegen einen Baum,Brandstiftung
Junger Mann bei Überfall schwer verletzt,Verkehrsunfall
Festnahme nach Autodiebstahl,Diebstahl
Durchsuchungsbeschlüsse nach Handel mit Betäubungsmitteln vollstreckt,Diebstahl
Nach räuberischer Erpressung - Tatverdächtiger hat sich gestellt,Diebstahl
Polizist gibt Schüsse auf Fluchtfahrzeug ab,Raub
Polizistin bei Verkehrsunfall verletzt – Zeugen gesucht,Verkehrsunfall
Mutmaßliche Räuber festgenommen,Raub
Gesuchte haben sich gestellt,Raub
Autoreifen angezündet,Raub
Tankstelle überfallen,Raub
Wohnanhänger brannte,Raub
Auto fängt bei Verkehrsunfall Feuer,Brandstiftung
Mann erleidet schwerste Brandverletzungen,Raub
Tatverdächtiger zu Serie von Sexualdelikten in Brandenburg und Berlin festgenommen,Sachbeschädigung
"Seniorin geschlagen, getreten und ausgeraubt – Haftbefehl vollstreckt",Raub
Rettungskräfte angegriffen,Raub
Aus Reisebus gesprungen und verstorben,Raub
Umfangreiche Ermittlungen von Erfolg gekrönt,Raub
Auf „Molecule Man“ geklettert – Polizei überprüft acht Personen,Raub
Nach gefährlicher Körperverletzung,Diebstahl
Festnahme nach mehreren Kleinbränden,Diebstahl
Taxifahrer bemerkt brennendes Auto,Brandstiftung
Motorradfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Polizeieinsätze im Park,Raub
Mit Reizgas gesprüht und zugeschlagen – Polizeilicher Staatsschutz ermittelt wegen des Verdachts der gefährlichen Körperverletzung,Raub
Festnahme nach Fahrraddiebstahl,Diebstahl
Bilanz der Verkehrsüberwachungswoche der Direktion Einsatz/Verkehr,Körperverletzung
Parteibüro beschädigt,Raub
Beim Entladen Auto gestohlen,Brandstiftung
Radfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Schwerer Diebstahl aus einem Hotelzimmer,Raub
Mit gestohlener Karte Geld abgehoben,Raub
Nach Unfall mit Radfahrer – Fußgängerin verstorben,Verkehrsunfall
Festnahme eines mutmaßlichen Drogenkuriers,Diebstahl
Roller angezündet,Raub
Verdacht des Drogenhandels – Festnahmen,Raub
Schwerer Landfriedensbruch,Raub
Steinwürfe auf Einsatzkräfte,Raub
Festnahmen nach gefährlicher Körperverletzung,Diebstahl
Frau durch Schuss am Arm verletzt,Raub
Auto brannte,Brandstiftung
Nach Verkehrsunfall verstorben – Polizei sucht Zeugen,Diebstahl
Auseinandersetzungen in Lankwitz – Hauptverdächtiger festgenommen,Sachbeschädigung
Einbruch in Bankfiliale,Sachbeschädigung
Senior in Wohnung überfallen und verletzt,Sachbeschädigung
Passantin bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Flüchtiger nach Diebstahl festgenommen,Diebstahl
Auto in Flammen,Brandstiftung
Vollstreckung von Durchsuchungsbeschlüssen in der Rigaer Straße,Sachbeschädigung
Verkehrsunfälle mit erheblichen Sachschäden,Raub
Schwer verletzte Fußgängerin verstorben,Verkehrsunfall
Postfiliale überfallen,Raub
In der Probezeit zu rasant unterwegs,Sachbeschädigung
Festnahme nach Fahrzeugaufbruch,Diebstahl
Mann mit Messer attackiert und schwer verletzt,Verkehrsunfall
Betrunkener leistet massiven Widerstand,Raub
Anwohner beobachtet Autoknacker,Raub
Nach Unfall – Radfahrer im Krankenhaus verstorben,Verkehrsunfall
Imbissbrand – LKA vermutet fahrlässige Verursachung,Raub
Fahrgast beleidigt und angegriffen,Körperverletzung
"Zigaretten, Wein und Bier „to go“",Raub
Polizist bei Verkehrskontrolle angefahren und verletzt,Raub
Festnahmen nach Einbruch,Diebstahl
Fahrzeuge brannten,Raub
Mann nach Sturz ins Wasser vermisst,Diebstahl
Motorradfahrer bei Unfall schwer verletzt,Verkehrsunfall
Brandstiftungen an Autos,Raub
Ohne Mund-Nasen-Bedeckung in U-Bahn unterwegs,Sachbeschädigung
Nach sexuellem Missbrauch eines Kindes – Tatverdächtiger ermittelt,Diebstahl
Pkw brannte,Raub
Radfahrerin angefahren und schwer verletzt,Verkehrsunfall
Geparktes Auto brannte,Brandstiftung
Radfahrerin schwer verletzt,Verkehrsunfall
Mann mit Messer verletzt,Verkehrsunfall
Mann mit Messer verletzt,Verkehrsunfall
Motorradfahrer bei Unfall tödlich verletzt,Verkehrsunfall
Mann beraubt und schwer verletzt,Verkehrsunfall
Mutmaßlicher Trickdieb festgenommen,Raub
Seniorin bei Unfall schwer verletzt,Verkehrsunfall
Mann geschlagen und homophob beleidigt,Körperverletzung
Fahrzeuge brannten,Raub
Stromausfall nach Vandalismus,Diebstahl
Diebstahl aus Lieferfahrzeug- Tatverdächtige festgenommen,Raub
Tötungsdelikt am Alexanderplatz,Raub
Trickbetrüger festgenommen,Raub
Fahrzeug überschlug sich,Raub
Lebensgefährliche Verletzungen nach Angriff – Haftbefehl erlassen,Diebstahl
Mutmaßliche Räuber wiedererkannt - Festnahme,Raub
Versammlungslage am Dragoner Eck,Raub
Brandstiftung am Reichstagsgebäude,Raub
Pkw angezündet,Raub
„Paketbote“ nach Flucht festgenommen,Diebstahl
Erstes Treffen über Dating App – beraubt und verletzt,Raub
Mann bei Polizeieinsatz verstorben,Verkehrsunfall
Festnahme nach versuchtem Tötungsdelikt,Diebstahl
Junger Mann nach Raub schwer verletzt,Verkehrsunfall
Versuchter Einbruch in ein Juweliergeschäft,Sachbeschädigung
Jugendlicher ausgeraubt und schwer verletzt,Verkehrsunfall
Beleidigung mit homophobem Hintergrund,Raub
Flusssäure an Haltestelle,Raub
Festnahme nach Raub auf Supermarkt,Diebstahl
Fremdenfeindlich beleidigt und verfolgt,Körperverletzung
Radfahrerin schwer verletzt,Verkehrsunfall
Stolpersteine beschädigt,Raub
Senior schwer verletzt,Verkehrsunfall
Autos brannten,Raub
Flucht nach Unfall mit Polizeifahrzeug,Diebstahl
Autos angezündet,Raub
Bürgerbüro beschmiert,Raub
Fahrzeuge und Führerscheine beschlagnahmt,Raub
Gedenkstein mit Farbe beschmiert,Raub
Güterzug kollidiert mit Lkw,Raub
Fußgängerin von Auto erfasst,Brandstiftung
Sicherheitsmitarbeiter verweigern Mann Zutritt ohne Mund- und Nasenschutz,Raub
Funkwagenbesatzung nach Verkehrsunfall schwer verletzt,Verkehrsunfall
Radfahrerin bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Fahrzeuge in Brand gesetzt,Sachbeschädigung
Mann versuchte mit Mädchen im Kinderwagen zu flüchten,Raub
"Beleidigung, Bedrohung und Angriff auf Polizeieinsatzkräfte - Festnahme",Raub
Pflasterstein verfehlt Kind – Zeugen gesucht,Raub
Mit Mietwagen gegen Automaten,Raub
Autofahrerin von LKW erfasst und schwer verletzt,Verkehrsunfall
Durchsuchungen wegen Subventionsbetruges im Zusammenhang mit Corona-Soforthilfen durch Tatverdächtige aus der islamistischen Szene,Raub
Mit gestohlenem Quad Unfall verursacht und geflüchtet,Raub
Nach mutmaßlichem Postdiebstahl festgenommen,Diebstahl
Mann mit Luftdruckgewehr leicht verletzt,Verkehrsunfall
Bilanz der Berliner Verkehrssicherheitstage,Raub
Festnahme nach Taschendiebstahl,Diebstahl
Seniorin in Wohnung überfallen,Sachbeschädigung
Festnahme von mutmaßlichen Drogenhändlern,Raub
Auto aufgebrochen und kurzgeschlossen - Festnahme,Brandstiftung
Öffentlichkeitsfahndung nach Raub und sexueller Nötigung – Ein Täter stellte sich,Diebstahl
Mit Schraubendreher zugestochen – Polizeilicher Staatsschutz ermittelt,Raub
Mann mit Metallstange attackiert und verletzt,Raub
Geschwindigkeitskontrolle – Lamborghini zu schnell unterwegs,Raub
Zusammenstoß zwischen Fußgängerin und Radfahrer,Raub
Körperverletzung und Beleidigung mit fremdenfeindlichem Hintergrund,Raub
Pflasterstein verfehlt Kind,Raub
Auto beschädigt - Polizeilicher Staatsschutz ermittelt,Brandstiftung
Kind im Bus schwer verletzt,Verkehrsunfall
Seniorin beim Ausparken schwer verletzt,Verkehrsunfall
Denkmal beschädigt,Raub
Sachbeschädigung mit politischem Hintergrund,Raub
Auseinandersetzung zwischen zwei Gruppen,Raub
Junge bei Unfall leicht verletzt,Verkehrsunfall
Homophob beleidigt,Körperverletzung
Festnahme nach versuchtem Straßenraub,Diebstahl
Brandstiftung an einem Auto,Brandstiftung
Drei Autos brannten,Raub
Behandlung im Krankenhaus nach Messerstichen,Diebstahl
Bei Auseinandersetzung schwer verletzt,Verkehrsunfall
Steinwürfe auf Polizistinnen und Polizisten,Raub
Geldausgabeautomat aufgebrochen,Raub
Stationäre Behandlung nach Raub,Diebstahl
Frau durch Messerstiche verletzt,Raub
Mann soll seine Freundin im Zimmer eingeschlossen und sich anschließend selbst verletzt haben,Raub
Plakate geklebt - Festnahmen,Diebstahl
Auto brannte,Brandstiftung
Seniorin bei einer Gefahrenbremsung schwer verletzt,Verkehrsunfall
Angegriffen und homophob beleidigt,Körperverletzung
Gefährliche Körperverletzung und Beleidigung mit religiösem Hintergrund,Raub
Gegen Ampel geprallt – Transporterfahrer leicht verletzt,Raub
Junge bei Unfall verletzt,Verkehrsunfall
Festnahme nach mutmaßlichem Drogenhandel,Diebstahl
Hauswände mit Farbe beworfen - Festnahme,Raub
Festnahme nach Straßenraub,Diebstahl
Mann im Bus rassistisch beleidigt,Körperverletzung
Polizisten angegriffen,Raub
Zusammenstoß von Radfahrern – zwei Verletzte,Raub
Radfahrerin bei Sturz verletzt,Verkehrsunfall
Beleidigung mit fremdenfeindlichem Hintergrund,Raub
Lieferwagen brannte,Raub
Verdacht hat sich nicht bestätigt,Raub
"Führerschein, Fahrzeug und Drogen beschlagnahmt",Raub
Festnahme nach Landfriedensbruch,Diebstahl
Mutmaßlicher Räuber schwer verletzt,Verkehrsunfall
Radfahrerin verstorben,Verkehrsunfall
"Volksverhetzung, fremdenfeindliche Beleidigungen und Bedrohung eines Polizisten",Raub
Nach versuchten Raubüberfall schwer verletzt,Verkehrsunfall
Auto erneut angezündet,Brandstiftung
Fußgängerin bei Verkehrsunfall getötet,Raub
Geldbote überfallen,Raub
Mutmaßliche Drogenhändler festgenommen,Raub
Mann nach versuchtem Raub schwer verletzt,Verkehrsunfall
Tötungsdelikt in der Tangermünder Straße – Haftbefehl erlassen,Sachbeschädigung
Einbruch in Kaiser-Wilhelm-Gedächtnis-Kirche – Mann stellt sich,Sachbeschädigung
Verletzter mutmaßlicher Einbrecher im Krankenhaus festgenommen,Raub
Motorradfahrer erlag seinen Verletzungen,Raub
Mädchen bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Radfahrerin bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Schwerverletzter Fahrgast verstorben,Verkehrsunfall
Auf eine rassistische Beleidigung folgten Körperverletzungen,Raub
Einsatzwagen bei Sonder- und Wegerechtsfahrt beworfen,Raub
Einbruchsversuch in Restaurantschiff – Festnahme,Sachbeschädigung
Versuchter Raub – Mann schwer verletzt,Verkehrsunfall
Denkmal für die im Nationalsozialismus verfolgten Homosexuellen beschädigt,Raub
Mit abgebrochenem Flaschenhals bei Übergriff zugestochen,Raub
Bei Auseinandersetzung geschossen,Raub
Gaststätte überfallen,Raub
Busfahrer rassistisch beleidigt,Körperverletzung
Homophober Angriff in Kneipe,Sachbeschädigung
Mann homophob beleidigt,Körperverletzung
Auto und Taxi zusammengestoßen - fünf Leichtverletzte,Brandstiftung
Intensivmedizinische Behandlung nach Angriff,Diebstahl
Zwei Verletzte nach Unfall,Diebstahl
Einsatzkräfte der Polizei mit Flaschen beworfen,Raub
Polizeilicher Staatsschutz ermittelt nach mehreren Straftaten,Diebstahl
Mann bei Auseinandersetzung verletzt,Verkehrsunfall
Frau attackiert und rassistisch beleidigt,Körperverletzung
Männer nach gegenseitigen Angriffen leicht verletzt,Diebstahl
Nach Schüssen auf Straßenbahnen – Tatverdächtige festgenommen,Raub
Radfahrerin bei Unfall verletzt,Verkehrsunfall
Autos angezündet,Raub
Rollerfahrer schwer verletzt,Verkehrsunfall
Berliner Verkehrssicherheitswoche – Kontrollen im gesamten Stadtgebiet,Raub
Mülltonnen in Brand gesetzt,Sachbeschädigung
Festnahmen nach Aufbringen von Schriftzügen und Parolen,Diebstahl
Haftbefehl nach Diebstahl in einem Restaurant,Sachbeschädigung
Zwei Pkw in Brand gesetzt,Sachbeschädigung
Haftbefehl und Durchsuchungsbeschlüsse wegen des Verdachts des Betruges in Zusammenhang mit Corona-Soforthilfen vollstreckt,Raub
Handtasche weggerissen - Festnahme,Raub
Langstock einer blinden Frau gestohlen – Polizei bittet um Mithilfe bei der Suche nach der mutmaßlichen Diebin,Raub
Taxifahrer überfallen,Raub
Nach Überfall auf einen Jugendlichen – Zwei Tatverdächtige stellen sich,Raub
Einsatzkräfte angegriffen,Raub
Mann nach Streitigkeiten schwer verletzt,Verkehrsunfall
Zweiradfahrerin schwer verletzt,Verkehrsunfall
Radfahrerin von Bus erfasst,Raub
Mann nach Wohnungseinbruch festgenommen,Diebstahl
Auto brannte,Brandstiftung
Polizeilicher Staatsschutz ermittelt nach Sachbeschädigung,Diebstahl
Mann nach Wohnungseinbruch festgenommen,Diebstahl
Drei leicht Verletzte bei Unfall,Raub
Mehrere Brandstiftungen an Fahrzeugen,Raub
Radfahrerin nach Verkehrsunfall schwer verletzt,Verkehrsunfall
Wohncontainer brannte,Raub
Verbotenes Kraftfahrzeugrennen,Raub
Bei Raubüberfall verletzt,Verkehrsunfall
Junge Radfahrerin schwer verletzt,Verkehrsunfall
Fußgänger verletzt,Verkehrsunfall
Von der Fahrbahn abgekommen und überschlagen,Raub
Versammlungen in Berlin,Sachbeschädigung
Betrunken und schnell,Raub
"Sachbeschädigung, versuchte Körperverletzung und Widerstand – Festnahme",Raub
Tätlicher Angriff auf Einsatzkräfte,Raub
Supermarkt von Spezialeinsatzkräften abgesucht,Raub
Sachbeschädigungen und besonders schwerer Landfriedensbruch in Neukölln,Sachbeschädigung
Beim Taschendiebstahl beobachtet und festgenommen,Raub
Radfahrer bei Unfall schwer verletzt,Verkehrsunfall
Raubüberfall schlug fehl,Raub
Verkehrsunfall mit vier Schwerverletzten,Raub
Zwei Frauen nach Verkehrsunfall schwer verletzt,Verkehrsunfall
Mutmaßliche Trickdiebe festgenommen,Raub
Nach tödlichem Verkehrsunfall – Polizei sucht nach Zeuginnen und Zeugen,Diebstahl
Politisch motivierte Farbschmiererei,Raub
Jugendlicher bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Mann mit Messer verletzt,Verkehrsunfall
Mit Schusswaffe bedroht,Raub
Festnahme von drei mutmaßlichen Hehlern,Raub
Tatverdächtiger nach Raub gesucht,Diebstahl
Radfahrerin bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Festnahme nach Einbruch,Diebstahl
Seniorin bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Motorradfahrerin bei Unfall schwer verletzt,Verkehrsunfall
Frau transphob beleidigt,Körperverletzung
Einrichtung der Direktion Zentrale Sonderdienste (Dir ZeSo),Raub
Festnahmen nach Diebstahl aus Transporter,Diebstahl
Zwölfjähriger von Auto erfasst und schwer verletzt,Brandstiftung
Nach spontanen Aktionen in Friedrichshain – Einsatzkräfte der Polizei Berlin überprüfen knapp 200 Personen,Raub
Radfahrer durch Sturz schwer verletzt,Verkehrsunfall
Festnahme nach Drogenhandel,Diebstahl
Toter im Maßregelvollzug – Unterbringungsbeschluss erlassen,Raub
Mann verlor durch Angriff zwei Zähne - Gesuchter stellt sich,Raub
Mit einer Flasche geschlagen und schwer verletzt,Raub
Geldautomaten brannten,Raub
Mutmaßlicher Räuber festgenommen,Raub
Auf stehenden BVG-Bus aufgefahren – mehrere Verletzte,Raub
Knapp zehn Kilogramm Heroingemisch und weitere Drogen beschlagnahmt,Raub
Flucht vor Verkehrskontrolle,Raub
Körperverletzung nach wechselseitiger Beleidigung,Diebstahl
E-Scooter-Fahrer nach Verkehrsunfall schwer verletzt,Verkehrsunfall
Versuchte Sachbeschädigung an Polizeifahrzeug und besonders schwerer Landfriedensbruch,Raub
Mann greift Polizist aus Gruppe heraus an,Raub
Polizeieinsatz im Mauerpark,Raub
Live-Filmaufnahmen in Polizeigebäude,Sachbeschädigung
Polizist mit Fahrrad beworfen,Raub
Zweiradfahrer von Wildschwein-Rotte umgerannt,Raub
Travestiekünstlerin und Travestiekünstler beschimpft und angegriffen,Raub
Beleidigung mit rassistischem Hintergrund,Raub
Versammlung auf dem Wasser,Raub
Flaschenwurf auf Polizisten,Raub
Verdacht der Brandstiftung,Körperverletzung
Von Fahrbahn abgekommen und schwer verletzt,Raub
Demonstrationen in Berlin – Polizei zieht Bilanz,Sachbeschädigung
Festnahmen nach Raub in Park,Diebstahl
Fahrradfahrer stürzte und verletzte sich schwer,Verkehrsunfall
Alkoholisierte Autofahrerin verletzt Fußgängerin schwer,Verkehrsunfall
Zu schnell ohne Führerschein und mit Drogen unterwegs,Raub
Fußgängerinnen und Fußgänger mussten zur Seite springen – Zeuginnen und Zeugen gesucht,Raub
Versuchte Brandstiftung an Auto,Brandstiftung
Drei Verletzte bei Unfall,Verkehrsunfall
Kontrollen zur Bekämpfung verbotener Kraftfahrzeugrennen und Profilierungsfahrten,Raub
Mann erscheint mit Kettensäge vor Arbeitsamt,Raub
Jugendlicher von Straßenbahn erfasst,Raub
Gesuchter ermittelt,Raub
Verdacht des Drogenhandels,Raub
Schlafender Obdachloser angezündet – Tatverdächtiger namhaft gemacht,Raub
Fußgängerin nach Verkehrsunfall verstorben,Verkehrsunfall
Auto durch Flammen beschädigt,Brandstiftung
Zwei Kinder fremdenfeindlich beleidigt und geschlagen,Körperverletzung
Zwei Männer nach Wohnungseinbruch festgenommen,Diebstahl
Mann nach körperlichen Auseinandersetzungen verstorben – Polizei bittet um Mithilfe,Verkehrsunfall
Mann rassistisch beleidigt,Körperverletzung
Nach Verkehrsunfall geflüchtet,Diebstahl
Auseinandersetzung mit mehreren Personen,Raub
Nationalsozialistische Parolen und Bedrohungen gerufen,Raub
Angriff auf ZDF-Kamerateam - Ergänzende Fragen nach Zeugenaufruf,Raub
Auseinandersetzung endete mit Messerstichen,Raub
Mann nach Streitigkeiten vor Wohnungstür attackiert,Diebstahl
Männer nach nationalsozialistischem Gruß festgenommen,Diebstahl
Autofahrer und Radfahrer alkoholisiert - Verkehrsunfall,Raub
Motorradfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Bei Verkehrskontrolle Polizisten attackiert und beleidigt,Körperverletzung
Brand auf Baustellengelände,Raub
Fußgängerin verstorben,Verkehrsunfall
Drei Leichtverletzte bei Unfall,Raub
Mann greift Paar und Polizisten an,Raub
Radfahrerin von Auto erfasst – Fahrer unter Drogeneinfluss,Brandstiftung
Motorradfahrer schwer verletzt,Verkehrsunfall
Frau nach Streit rassistisch beleidigt,Körperverletzung
Polizist rassistisch beleidigt,Körperverletzung
Mann homophob beleidigt,Körperverletzung
Lkw ausgebrannt,Raub
Festnahme nach Trickbetrug,Diebstahl
Vermisste Seniorin liegt im Krankenhaus,Raub
Festnahme nach Raub in Hausflur,Sachbeschädigung
Hotel mit Schusswaffen überfallen,Raub
Einsatzfahrzeuge der Polizei attackiert,Raub
Mit Drogen gehandelt - Festnahme,Raub
Bei Autoeinbruch ertappt,Raub
Verletzte nach Schlägerei,Diebstahl
Festnahme nach Drogenhandel,Diebstahl
Zwei Männer geraten aneinander,Raub
Rückenverletzung nach Messerattacke,Diebstahl
Junge von Auto erfasst und schwer verletzt,Brandstiftung
Polizist mit Reizgas besprüht,Raub
Müll richtig entsorgen - Polizei Berlin informiert,Raub
Drei Tatverdächtige nach Raub festgenommen,Diebstahl
Streit unter Nachbarn eskaliert,Raub
Zwei Polizisten nach Widerstandshandlungen leicht verletzt,Diebstahl
Ferrari nach verbotenem Kraftfahrzeugrennen beschlagnahmt,Diebstahl
Schwerverletzte Fahrradfahrerin nach Verkehrsunfall,Diebstahl
Festnahme nach Sachbeschädigung,Diebstahl
Mann nach Sturz von Dach notoperiert,Diebstahl
Wechselseitige gefährliche Körperverletzung,Raub
Kleinkind stürzt aus Fenster,Raub
Auseinandersetzung auf Parkplatz – zwei Schwerverletzte,Raub
Widerstand und versuchte Gefangenenbefreiung,Raub
Polizeiliche Maßnahmen bei Kundgebungen und Ansammlungen,Raub
Sachbeschädigung an Tram - Widerstand bei der Festnahme,Raub
Mann von Pärchen vor Supermarkt angegriffen und verletzt,Raub
Farbschmierereien mit politischem Hintergrund,Raub
Mit Holzlatte und Steinen attackiert,Raub
Mit gestohlenem Auto unterwegs,Brandstiftung
Fußgängerin von Auto erfasst und lebensgefährlich verletzt,Brandstiftung
Der Kontrolle entzogen – Polizistin verletzt,Raub
Fahrgast bestohlen – Festnahme,Raub
Brennender LKW,Raub
Fußgänger von Auto erfasst,Brandstiftung
Zwölf Autos brannten,Raub
Jugendlicher angegriffen,Raub
Aus Ruhestörung entwickelte sich Widerstand gegen Polizeikräfte,Raub
Jugendlicher von einer Gruppe attackiert und verletzt,Raub
Gefährlicher Eingriff in den Straßenverkehr,Sachbeschädigung
Mann attackiert – Polizeilicher Staatsschutz ermittelt,Raub
Festnahme nach Tätlichen Angriffs und versuchter Gefangenenbefreiung,Diebstahl
Polizeikräfte mit Gegenständen beworfen,Raub
Mann aus Personengruppe heraus angegriffen und verletzt,Raub
Nach schwerem Raub - Tatverdächtiger ermittelt,Diebstahl
Einsatzkräfte der Polizei angespuckt,Raub
Fußgänger von Auto erfasst,Brandstiftung
Motorradfahrer bei Verkehrsunfall schwer verletzt,Verkehrsunfall
Männer homophob beleidigt und mit Steinen beworfen,Raub
Toter nach Wohnungsbrand,Diebstahl
Fahrzeug brannte,Raub
Mann nach einer Schlägerei auf der Intensivstation,Raub
Unfall mit drei Radfahrern – einer schwer verletzt,Verkehrsunfall
Beleidigt und geschlagen,Raub
Scheibe eingeworfen – Staatsschutz ermittelt,Raub
Nach illegalem Autorennen – Polizei sucht nach Zeugen,Diebstahl
Festnahme nach versuchtem Geschäftseinbruch,Diebstahl
Nach Unfall zu Fuß geflüchtet,Diebstahl
Festnahmen nach Autoeinbruch und Diebstählen,Diebstahl
Fußgänger bei Sturz lebensgefährlich verletzt,Verkehrsunfall
Radfahrer schwer verletzt,Verkehrsunfall
Senior von Auto erfasst und schwer verletzt,Verkehrsunfall
Festnahmen nach versuchtem Autodiebstahl,Diebstahl
Nach Verfolgungsfahrt – Motorradfahrer ermittelt,Diebstahl
Nach versuchtem Fahrraddiebstahl festgenommen,Diebstahl
Festnahmen nach illegalem Autorennen,Diebstahl
Vom eigenem Auto überrollt – Frau schwer verletzt,Brandstiftung
Fußgänger von Auto erfasst und schwer verletzt,Brandstiftung
Schnellrestaurant überfallen – Duo gesucht,Raub
Radfahrer bei Unfall schwer verletzt,Verkehrsunfall
Mitarbeitende des Ordnungsamtes attackiert,Raub
Radfahrer nach Unfall mit Lkw verstorben,Verkehrsunfall
Festnahmen nach Drogenhandel und Besitz,Diebstahl
Fahrradfahrer nach Sturz verstorben,Verkehrsunfall
"Mann rassistisch beleidigt, geschlagen und mit Waffe bedroht",Körperverletzung
Verstöße gegen das Infektionsschutzgesetz - Tägliche Bilanz der polizeilichen Kontrollmaßnahmen,Festnahme
Brennende Gegenstände auf der Fahrbahn,Raub
Festnahme nach Sachbeschädigung,Diebstahl
Polizeihistorische Sammlung - Wiedereröffnung mit kleiner Sonderausstellung,Raub
Kleintransporter brannte,Raub
Festnahme nach brutalem Raub,Diebstahl
"Mehrere Bedrohungen, Unfallflucht und Sachbeschädigungen",Raub
Vor der Polizei geflüchtet,Betrug
Lokalpolitikerin bedroht und beleidigt,Körperverletzung
Verdacht des Drogenhandels,Raub
LKW in Flammen - Festnahmen,Drogenvergehen
"Diverse Straftaten begangen, darunter Hitlergruß gezeigt",Raub
Polizeiliche Maßnahmen bei Kundgebungen und Ansammlungen,Raub
Zwei Schwerverletzte bei Verkehrsunfall,Verkehrsunfall
Radfahrerin schwer verletzt,Verkehrsunfall
Festnahme nach Spuckattacke und Widerstand gegen Vollstreckungsbeamte,Diebstahl
Haftbefehl nach Drogenlieferung,Diebstahl
Schwerverletzter Kraftradfahrer,Raub
Radfahrer bei Unfall schwer verletzt,Verkehrsunfall
Auto blieb nach Unfall auf dem Dach liegen,Brandstiftung
Widerstand bei Festnahme – drei Leichtverletzte,Raub
Laubenbrand - Festnahme,Diebstahl
U-Bahnwaggon besprüht - Festnahme,Raub
Auto kam von Fahrbahn ab - Fahrerin flüchtet,Brandstiftung
Nach Büroeinbruch festgenommen,Diebstahl
